FIPS,County,State,Insurance Coverage,Medicaid Enrollment,Gini Coefficient,Household Income,Annual Labor Force Participation Rate (2015-2019),Annual Unemployment Rate (2015-2019),Below Poverty,Uninsured,Monthly Unemployment Rate (Dec-22)
27157,Wabasha County,Minnesota,0.9515416431660086,0.14518706523782665,0.4121,70603.0,0.6725530932594644,0.03766946970997082,0.040071965979718675,0.048458356833991356,0.03
27159,Wadena County,Minnesota,0.9439988333090272,0.3329444363424238,0.4206,50100.0,0.613263785394933,0.07108140947752126,0.09134615384615384,0.05600116669097277,0.067
27159,Wadena County,Minnesota,0.9439988333090272,0.3329444363424238,0.4206,50100.0,0.613263785394933,0.07108140947752126,0.09134615384615384,0.05600116669097277,0.057999999999999996
27161,Waseca County,Minnesota,0.9597196932075264,0.226011146057496,0.423,66502.0,0.659238625812442,0.0375251509054326,0.06375838926174497,0.04028030679247363,0.054000000000000006
27161,Waseca County,Minnesota,0.9597196932075264,0.226011146057496,0.423,66502.0,0.659238625812442,0.0375251509054326,0.06375838926174497,0.04028030679247363,0.042
27163,Washington County,Minnesota,0.9657772909598159,0.10317954041500807,0.4264,102258.0,0.6963127306050595,0.0325483133615017,0.028662330714868935,0.034222709040184096,0.023
27163,Washington County,Minnesota,0.9657772909598159,0.10317954041500807,0.4264,102258.0,0.6963127306050595,0.0325483133615017,0.028662330714868935,0.034222709040184096,0.026000000000000002
27165,Watonwan County,Minnesota,0.9022414258709155,0.20433882437663156,0.4426,59494.0,0.6309591860066308,0.05852509512592861,0.0945609669392108,0.09775857412908451,0.033
27165,Watonwan County,Minnesota,0.9022414258709155,0.20433882437663156,0.4426,59494.0,0.6309591860066308,0.05852509512592861,0.0945609669392108,0.09775857412908451,0.027999999999999997
27167,Wilkin County,Minnesota,0.970905678085406,0.20694509619896762,0.4642,57907.0,0.6401714397038769,0.039866098600121726,0.06425452276980662,0.029094321914594046,0.03
27167,Wilkin County,Minnesota,0.970905678085406,0.20694509619896762,0.4642,57907.0,0.6401714397038769,0.039866098600121726,0.06425452276980662,0.029094321914594046,0.026000000000000002
27169,Winona County,Minnesota,0.9441291130547196,0.13537479548346698,0.4364,61753.0,0.6903290702687168,0.0270954759922287,0.04328924243825733,0.05587088694528042,0.026000000000000002
27169,Winona County,Minnesota,0.9441291130547196,0.13537479548346698,0.4364,61753.0,0.6903290702687168,0.0270954759922287,0.04328924243825733,0.05587088694528042,0.025
27171,Wright County,Minnesota,0.9551919165786316,0.11246936736879172,0.3802,94276.0,0.7276900216734968,0.024243370140595938,0.03332146866358185,0.04480808342136844,0.039
27171,Wright County,Minnesota,0.9551919165786316,0.11246936736879172,0.3802,94276.0,0.7276900216734968,0.024243370140595938,0.03332146866358185,0.04480808342136844,0.032
27173,Yellow Medicine County,Minnesota,0.9649989489173849,0.2312381753205802,0.4024,65014.0,0.6384232582503929,0.03446153846153846,0.05775638652350981,0.03500105108261509,0.034
27173,Yellow Medicine County,Minnesota,0.9649989489173849,0.2312381753205802,0.4024,65014.0,0.6384232582503929,0.03446153846153846,0.05775638652350981,0.03500105108261509,0.04
